featurekey,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ABCA7,6.255469657029649,-0.28585055597729436,0.04078953974610514,-7.0079377643526675,2.4185633658796193e-12,5.816134707685424e-12
ABCA8,0.002491537553925671,0.551264050640529,2.931233629311232,0.1880655452121237,0.8508252700673984,
ABCA9,0.006251529081321459,0.49761958222966646,1.7133211260849233,0.2904415142342681,0.7714784879807386,
ABCA9-AS1,0.0,,,,,
ABCB1,12.243370553321512,-0.45424715796886805,0.04104498412402851,-11.067056490903674,1.812567669952801e-28,9.40560158576914e-28
ABCB10,2.8337698958167468,-0.6429321037325568,0.0685710510795294,-9.376144795955915,6.842909254676033e-21,2.3972916309155738e-20
ABCB10P1,0.0,,,,,
ABCB10P3,0.0,,,,,
ABCB10P4,0.0,,,,,
ABCB11,0.11022921898848133,0.6909393198484794,0.4971401599866145,1.3898280112133428,0.16458110998860065,0.2116104273438174
ABCB4,0.11480238445347513,0.6755693118322151,0.38306645760401664,1.763582528362649,0.07780229140284171,0.10440825633852853
ABCB5,0.009736469101949169,0.5465294686425131,1.952767470178626,0.27987432041384847,0.7795739295448333,
ABCB6,0.2694625104283743,-0.2574828821084181,0.15422229836224524,-1.6695567686563009,0.09500708980496442,0.12607547566657884
ABCB7,5.951098016054068,-0.6520065586922706,0.05077845315880364,-12.84022096248574,9.759551879583337e-38,8.94352975780812e-37
ABCB8,6.11914092139473,-0.3458114991676298,0.04013780955573175,-8.615604662916821,6.95734328694404e-18,2.1151412468112616e-17
ABCB9,0.4866667227815742,-0.3141888888628415,0.10913778370143941,-2.8788278285212945,0.003991561820330702,0.006027764643365604
ABCC1,3.481007722028706,-1.0867157583947946,0.08727998317996026,-12.450916221582268,1.382489155509318e-35,1.0943532119455261e-34
ABCC10,4.153582338541762,-0.7140484063666123,0.06257999635321132,-11.410170149841669,3.720009282493131e-30,2.1253288327185022e-29
ABCC11,0.09140234119051843,-0.3526695794065143,0.29216598939111577,-1.2070863557441784,0.22739888889834758,0.2848612470773276
ABCC12,0.0,,,,,
ABCC13-ENSG00000243064,0.0,,,,,
ABCC2,0.08908214070787736,0.1664844934528818,0.3473639014315869,0.47927977768199614,0.6317396064444853,0.6927409797177403
ABCC3,0.1511011161166847,-0.16120970525254422,0.25737651183120275,-0.6263574873462877,0.5310804874929224,0.6022086162983007
ABCC4,1.3633703386706026,-0.7903784190133492,0.08377193210087389,-9.434883488918649,3.914290262849015e-21,1.388435058876502e-20
ABCC5,3.9843701982664146,-0.3503160424435566,0.049870819860879614,-7.024469287266651,2.148814353157379e-12,5.180102269050031e-12
ABCC5-AS1,0.0,,,,,
